nomor_perkara,tgl_register,klasifikasi,jenis_perkara,metode,hakim,anggota1,anggota2,pp,js,tgl_sidang,tgl_sidang_override,__id
97 Pdt.G,2025-01-07,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-01-16,0,bb45ac00-7861-4dc4-bcc7-97207121b945
94 Pdt.G,2025-01-07,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,6a54eaf5-c52c-4821-9a9b-25d715104770
99 Pdt.G,2025-01-07,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-16,0,1ea6ad99-baff-4abc-935c-ca31558d963c
100 Pdt.G,2025-01-07,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-01-20,0,853a24dd-5ad4-4b60-8611-ffb284d6fe16
101 Pdt.G,2025-01-07,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-01-20,0,139707bc-d055-4c3d-80d2-0548e2c45be5
102 Pdt.G,2025-01-07,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-01-21,0,81af6a8b-db16-4be0-b0b5-c7bc5ce0b4e0
103 Pdt.G,2025-01-07,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-01-21,0,1995b986-4358-453a-81ce-7ec8519eeb9c
104 Pdt.G,2025-01-07,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,a99c8575-6002-4c52-987c-857a8276fa26
98 Pdt.G,2025-01-07,CT,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sanjaya Langgeng Santoso,2025-01-16,0,07bc5555-b940-4588-959c-fe31d1500929
149 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,sudiono,2025-05-20,0,0478acea-13e9-4a7f-bf0a-cbba0420607c
144 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,d4353010-6b4d-47ae-9973-fa1bd3876614
145 Pdt.G,2025-01-08,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Sanjaya Langgeng Santoso,2025-01-16,0,daa6760a-12f6-43bc-ba5d-11fb409f9913
12 Pdt.P,2025-01-08,ISTBAT,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Irvan Riditya Fauzi, A.Md.",2025-01-30,0,3cc7e9c9-4ee9-4679-a745-a28b5aaa33f3
146 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-01-20,0,a05f6e87-6512-4177-b651-923b15a30b4d
147 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-01-20,0,3a0506b2-f9b7-4764-ab25-cb54068730ed
148 Pdt.G,2025-01-08,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,"Evi Setyowati, S.Sos.",2025-01-21,0,e56d1b2e-28df-45b6-a5e4-ca0107055efc
150 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-05-20,0,e6e99f52-f5f0-4d35-870c-d90779e1d291
157 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,64621b30-5f44-4741-834f-305bbf087a5f
152 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,b6dcdba0-d859-4c68-a309-32419faf9f3f
153 Pdt.G,2025-01-08,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sanjaya Langgeng Santoso,2025-01-16,0,3085d6f9-89c8-422f-a606-22b4c4c982c4
154 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Aji Djuanda Rachmad,2025-05-15,0,0e95311f-ac30-44eb-97f4-a6610799a4b9
155 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-01-20,0,2369420a-a44d-4e5b-8cdf-9e436dda8a59
13 Pdt.P,2025-01-08,ISTBAT,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-02-03,0,43ec50cd-e364-43c6-a5c0-b8b1e30a7440
156 Pdt.G,2025-01-08,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-01-21,0,3e56b69b-3e7a-49c2-8081-56582c8ae209
143 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Rina Marlina, SE",2025-01-22,0,c5e6d1df-73ff-45e2-85ad-4370fbb45fa2
151 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-01-22,0,02fcc739-a5c5-44d4-a796-345c15095ec5
142 Pdt.G,2025-01-08,CT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,a2034ba6-0caf-4abb-ba35-b66cfd2c4b91
129 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,Ismail,2025-05-12,0,af1a483e-f664-45df-a294-7132b07a34fc
140 Pdt.G,2025-01-08,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Khairunas, S.H.I.",2025-05-20,0,cd47d3b3-c92a-4319-b961-ebf9df2a0a55
125 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,d9e57c00-74ab-4ded-8830-906d6105f476
126 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-01-16,0,6e76350c-e1ec-4e50-8fc1-557dc3ebc473
127 Pdt.G,2025-01-08,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Sanjaya Langgeng Santoso,2025-01-16,0,3c3aca30-9ae6-447f-8dff-2669bc0af5ac
128 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-16,0,f9f59915-d8ef-45a2-8db9-a6139bce9d43
141 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,"Ombang Hasyim Ashari, S.Ag.",2025-05-20,0,7d21dfe2-c5a8-4efa-9af6-86f3d62eef20
130 Pdt.G,2025-01-08,CT,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-01-20,0,883da5aa-c5e1-4b4a-ad49-52ce05288955
131 Pdt.G,2025-01-08,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,"Evi Setyowati, S.Sos.",2025-01-21,0,1762a994-c8e1-4b2a-8ce2-550781d04e70
11 Pdt.P,2025-01-08,PAW,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-01-16,0,c8cf9f82-4d20-4763-bb07-2c1747112be0
133 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,66d33822-6c54-4c2b-9955-0457e126791b
134 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-01-22,0,b84db170-6f55-4430-978f-bcc5e4184261
135 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,71296c60-5611-48f7-a24f-2bfd7c5cb8fc
136 Pdt.G,2025-01-08,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sanjaya Langgeng Santoso,2025-01-16,0,d7f8f772-ed21-49ed-969d-2b3bfe0888e3
137 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-16,0,5ea1abb1-fb8c-490e-9806-3f1b49bb085f
138 Pdt.G,2025-01-08,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-01-20,0,7faefdb5-5f3f-4c8e-a215-098297ba27f2
139 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-01-20,0,afda7c99-db0a-4411-8f3b-c445faac0c21
132 Pdt.G,2025-01-08,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-01-21,0,84325964-1b75-43dd-b873-e43890364aef
173 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Ismail,2025-05-15,0,34c7a188-c24a-40da-8c98-375c0540006b
174 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-01-20,0,17b69d37-3d47-486d-85e7-299c677e85ba
175 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-01-20,0,40bc5e79-9408-4bb0-b683-1b67ab487e12
176 Pdt.G,2025-01-09,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-01-21,0,bf4c88e5-040b-4188-9b72-2f4abf2d1683
177 Pdt.G,2025-01-09,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-01-21,0,11fb3569-e951-41a6-a705-678f8118a881
178 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,ce9e229f-9a3d-4589-b099-9bcbaa7834e4
182 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-23,0,fc951df7-472f-4157-8c4d-33e74e193ed6
180 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,75a5b09f-c22f-4898-aacb-59649af05fb7
181 Pdt.G,2025-01-09,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Sanjaya Langgeng Santoso,2025-01-23,0,ca8dfbb5-0dac-4931-a3a9-3671008a3f42
183 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-01-20,0,4b5a1952-5dec-4aff-8edd-1aecab53ff70
184 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-01-20,0,9c7d3487-5395-4f1f-b8e9-89c31b9f3776
172 Pdt.G,2025-01-09,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sanjaya Langgeng Santoso,2025-01-23,0,11f00051-0518-498f-bcc1-5a291b9c4482
179 Pdt.G,2025-01-09,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Khairunas, S.H.I.",2025-05-14,0,eadd9f9c-a6c9-477d-8783-ee80002129af
171 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,2f95d440-8b2f-47b6-a064-e9486ff5884c
169 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-05-20,0,10fda8ee-9d28-4ab1-bc81-87bc2b0c8244
170 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sri Maryati, A.Md",2025-01-21,0,48d429a8-e56c-4068-ad54-6cc32b2f2654
14 Pdt.P,2025-01-09,Asal Usul,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-01-22,0,63aced5d-6eff-4c2f-8362-d0f77be4eaf3
159 Pdt.G,2025-01-09,Harta Bersama,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-23,0,522d61ae-d81f-4f6f-b9a1-3373fad34a89
160 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,90b4704c-bb46-4e8f-9159-ce1e76bf063f
161 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Rina Marlina, SE",2025-01-22,0,e720ec54-9ea2-485a-a984-b13f4fa9ef04
162 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,10b745ca-738a-4d61-b0fe-9dfa538c1bbc
163 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-01-23,0,22b8a686-738b-4351-a392-8687c5d1975a
158 Pdt.G,2025-01-09,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-01-21,0,3e6d5aad-7d27-4079-bb2a-f5905bf7fe17
165 Pdt.G,2025-01-09,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Sanjaya Langgeng Santoso,2025-01-23,0,0025631d-b604-4e26-9aeb-47e7c4f0957c
166 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-01-20,0,b2875492-c5f7-4f14-a021-89e6d8eb3900
167 Pdt.G,2025-01-09,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Yulisma,Umi Nurulia,2025-01-20,0,facc3088-f50f-44c0-be28-831f2d93ce59
168 Pdt.G,2025-01-09,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,Raden Yadi Sumiadi,2025-05-20,0,fb87e8f1-fc33-4958-b1b0-df7cb643ef99
164 Pdt.G,2025-01-09,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-01-23,0,772bf25a-ba5f-47cb-890c-a3460ce5bd73
199 Pdt.G,2025-01-10,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Zainal Arifin,2025-05-14,0,c733cbb6-5f7c-43c9-8060-de9a269feb9c
200 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,3e8e43c0-f431-4411-8a10-b2c72ab20c2e
201 Pdt.G,2025-01-10,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Sanjaya Langgeng Santoso,2025-01-23,0,7364fe5e-2641-452b-a7d9-9f4b766e5d71
17 Pdt.P,2025-01-10,Dispensasi,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,63db1b41-5d0f-4235-838a-a3676e51c317
203 Pdt.G,2025-01-10,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-01-20,0,9ae3f59c-897e-4084-a7cc-27f67da12791
205 Pdt.G,2025-01-10,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,"Evi Setyowati, S.Sos.",2025-01-21,0,775a6d3e-d2af-4e42-8526-d3d284c583f1
206 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-01-21,0,4153844c-09c8-446f-9533-acb000996e08
15 Pdt.P,2025-01-10,Perwalian,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sri Maryati, A.Md",2025-01-21,0,2504a4cd-c826-4b03-9efc-59562a0530d2
16 Pdt.P,2025-01-10,PAW,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-01-22,0,2c146e6c-8b2e-41f8-8172-f4e326f452a9
198 Pdt.G,2025-01-10,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,218df27a-0f89-4eda-9cc3-e2429a0f623c
204 Pdt.G,2025-01-10,CT,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-01-20,0,e4d99188-a189-41a0-a04c-a4576181a06b
197 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-01-21,0,3209da1c-e2fb-484d-b01d-53012bafa685
202 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Irvan Riditya Fauzi, A.Md.",2025-01-23,0,0a45cf6d-2628-4ff3-9188-f81b0c57c3ea
195 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-01-20,0,587702b2-2fb7-44e2-ad9f-d6ad96c0995c
196 Pdt.G,2025-01-10,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-01-21,0,be86b915-9893-428e-befd-d6837c527398
185 Pdt.G,2025-01-10,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,"Evi Setyowati, S.Sos.",2025-01-21,0,bc8c534d-2e32-4505-9e73-957efbe18571
187 Pdt.G,2025-01-10,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,519f0b3a-0ecd-4162-91b5-4880efb52996
188 Pdt.G,2025-01-10,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-01-22,0,de96eb0f-741d-47de-a78c-83939f433fad
189 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Yuri Ditya Putra Fernanda, A.Md.",2025-05-14,0,4daf9df0-e0d2-4acf-8339-1f993b653122
186 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-01-21,0,f09f5842-9fc2-4e5d-b876-135adcbc43fb
191 Pdt.G,2025-01-10,CT,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-01-23,0,327e53ce-9813-45cd-b77d-64182b5036c3
192 Pdt.G,2025-01-10,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sabar Kuswanto,2025-05-15,0,e4d88371-ccdb-40a7-983d-353c8f7c858e
193 Pdt.G,2025-01-10,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-23,0,7d8af107-4f7b-4f20-ad88-16cc7fa5e292
194 Pdt.G,2025-01-10,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-01-20,0,e9f30959-5307-40b7-856e-ecdfe17a7d47
190 Pdt.G,2025-01-10,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-01-23,0,5221d50c-2101-4d6d-85e9-cb4da162f9ab
231 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-02-03,0,a20d9e97-cf31-417e-aeae-6c53054aaa8e
226 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-01-22,0,8050c44c-754d-4b6d-bd01-cba85a680ee8
228 Pdt.G,2025-01-13,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,20e6f724-bbb2-49c5-bf65-3f6b53ab83ca
229 Pdt.G,2025-01-13,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Sanjaya Langgeng Santoso,2025-01-23,0,0f7e22b0-a448-4f0a-b4dc-11f07c9353cf
18 Pdt.P,2025-01-13,PAW,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-23,0,6be88926-c597-4c09-8178-1150a63fffda
230 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-02-03,0,feafc619-4407-4eeb-abb5-18ce05d7474e
232 Pdt.G,2025-01-13,CG,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-01-21,0,2c6d3e1a-e300-4709-a7c5-63fda8faf6cf
237 Pdt.G,2025-01-13,CT,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sanjaya Langgeng Santoso,2025-01-23,0,c9af27af-1bed-4704-bb47-d6a7dcf471b8
19 Pdt.P,2025-01-13,ISTBAT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sri Maryati, A.Md",2025-02-04,0,e5212777-5b45-4675-9854-49bd29e0ac5e
234 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Rina Marlina, SE",2025-01-22,0,10b29a00-69ac-4410-98bb-3b8879cd4c6c
235 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Aji Djuanda Rachmad,2025-05-26,0,c873521f-fc60-438e-95c0-b5548a473c5b
236 Pdt.G,2025-01-13,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,"Monika Septi Indriyani, A.Md., S.H.",2025-01-22,0,7875f162-36fb-4513-a1a7-88441aceb58d
225 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,ce1cfc3e-0a25-4e17-a864-25e2716f0675
238 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Irvan Riditya Fauzi, A.Md.",2025-01-23,0,950e75f7-97c6-49e2-b4c0-57e7fe9f5768
239 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-02-03,0,9dcc75c4-080d-4e3c-bc23-fb2c6d61a17d
240 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-02-03,0,b8ff627d-36f1-4ec4-b2c2-03fd33774b5c
233 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-01-21,0,39d5facc-7bd7-4bf2-bcba-eccfac8b8420
224 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-01-21,0,d247a373-ed00-47da-a708-26fb4eae72a3
227 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Sehudin, S.H.",2025-05-26,0,066e002e-5084-4113-b4fb-24811cb7576d
222 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-02-03,0,78a5259b-70cf-4d2b-89cb-ec3d2484e810
223 Pdt.G,2025-01-13,CT,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Widya,"Evi Setyowati, S.Sos.",2025-01-21,0,7764472a-3206-4f46-9044-506692a977db
207 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Runie,"Sri Maryati, A.Md",2025-01-23,0,f7b15167-8fdf-4145-8d69-5b61cfeaee1f
208 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Rifai,"Sri Maryati, A.Md",2025-01-23,0,f6c73d50-64ae-43a5-a835-af4b61ae2d5b
209 Pdt.G,2025-01-13,Harta Bersama,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Sanjaya Langgeng Santoso,2025-01-23,0,549218a4-18ee-49d5-a5d2-ff456c2f6c30
210 Pdt.G,2025-01-13,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,Sanjaya Langgeng Santoso,2025-01-23,0,591cd68a-4ac8-4193-8105-4a46f1282484
212 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-02-03,0,257c799a-35aa-4247-907e-677990a4b9df
213 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Umi Nurulia,2025-02-03,0,0af34b7e-935a-4403-8789-59d06b66b723
214 Pdt.G,2025-01-13,CT,E-Court,e-court,"Ahmad Bisri, S.H., M.H",,,Inayatus,"Evi Setyowati, S.Sos.",2025-01-21,0,f220b333-372c-4697-83b1-b896f6a3add9
211 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Irvan Riditya Fauzi, A.Md.",2025-01-23,0,f983ed07-3877-4bfc-a8a7-4d324624769a
216 Pdt.G,2025-01-13,CT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sri Maryati, A.Md",2025-01-21,0,b84d1869-af00-4074-a600-6bdb2884e515
217 Pdt.G,2025-01-13,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Rina Marlina, SE",2025-01-22,0,5af1db02-7f77-4193-be29-932bfa04f8e0
218 Pdt.G,2025-01-13,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,ombang,2025-05-14,0,e86c2a73-927f-4798-8bdf-568698a7ee8f
